ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at
TK-0534,2024-12-27T02:44:10Z,Frostbyte Gaming,Growth,Requesting a copy of our annual contract,"Hi, I'm the new finance director at Frostbyte Gaming. I need a copy of our current annual contract for an internal audit. Could you send over the signed agreement and any amendments? We also need confirmation of our current per-seat pricing.",billing,low,"Sent signed contract (executed 2024-01-15) and Amendment #1 (2024-06-01) via secure link. Confirmed current pricing: $45/seat/month on Growth annual plan, 120 seats.",2024-12-28T12:19:53.543529Z
TK-0535,2024-12-27T11:38:40Z,Keystone Education,Growth,User permissions audit for compliance review,"We need to conduct a quarterly permissions audit. Is there a way to export a report showing all users, their roles, and what they have access to? We need this for both our internal audit and our upcoming ISO 27001 certification.",security,low,"Admin > Reports > User Access Report generates the needed export. Includes: username, role, permission groups, project access, last login date. Export as CSV or PDF. For ISO 27001, also sent our access control documentation (KB-2015) and offered to provide our ISO 27001 certification letter (we're certified through 2025-09).",2024-12-29T05:57:41.874815Z
TK-0538,2024-12-27T18:35:01Z,Aegis Compliance,Starter,Can't drag and drop tasks in board view,"The kanban board view doesn't allow drag and drop anymore. When I try to move a task to a different column, it snaps back to its original position. This works in list view (I can change status there) but the board interaction is broken. Really frustrating.",bug,medium,A CSS z-index conflict with the new toolbar overlay was blocking pointer events on the drag layer. Fixed the stacking context. Also found and fixed a race condition where the optimistic UI update was being overwritten by a stale WebSocket message. Fix in v3.14.3.,2024-12-28T00:17:24.660108Z
TK-0541,2024-12-27T18:57:32Z,Helix Biotech,Growth,Mobile app extremely sluggish on Android,"The Steadfast Android app has become nearly unusable in the last few updates. Scrolling through task lists is choppy, transitions are laggy, and the app crashes when opening large projects (100+ tasks). We have Pixel 7 phones (plenty of RAM). iOS version works fine.",performance,high,Identified a memory leak in the Android list virtualization component introduced in v2.14.0. The task list was rendering all items instead of virtualizing the viewport. Fix deployed in v2.14.2: proper RecyclerView implementation with view recycling. Also reduced the initial data fetch size for large projects. Memory usage down 60%.,2024-12-28T16:14:19.390365Z
TK-0545,2024-12-28T17:20:19Z,Sapphire Data,Enterprise,Salesforce sync stopped working after update,Our Salesforce integration hasn't synced any data since last Tuesday. We updated Salesforce to their Spring '25 release the day before. No errors showing in the integration dashboard but the last sync timestamp is stuck on March 4. We depend on this for our sales pipeline visibility.,integration,low,Salesforce Spring '25 changed their OAuth token refresh flow. Our integration was using a deprecated endpoint. Updated the Salesforce connector to use the new token endpoint. Triggered a full resync. All records caught up within 2 hours. Added monitoring alert for sync staleness.,2024-12-29T16:35:22.282729Z
TK-0549,2024-12-28T17:30:08Z,Skyward Freight,Starter,Date picker showing wrong month on first click,"When I click on any date picker field, it opens to January 2020 instead of the current month. I have to manually scroll forward to get to the right month. This happens everywhere — task due dates, filter date ranges, report parameters. Minor but really annoying.",bug,medium,The date picker library (react-datepicker) initialization was using a stale default. Updated the defaultDate prop to use Date.now(). Verified across all 14 date picker instances in the app. Shipped in v3.14.1.,2024-12-29T16:56:05.064635Z
TK-0551,2024-12-29T10:47:22Z,Blackstone Ops,Starter,Bulk operations timing out,"Trying to do bulk updates on 500+ tasks (changing status, assigning to team) and the operation times out every time. The loading spinner goes for about 2 minutes then I get a gateway timeout error. Doing them one by one would take hours. Need this fixed urgently.",performance,high,"Bulk operations over 200 items were hitting the 120s timeout on the API gateway. Two fixes: 1) Changed bulk operations to async processing (job queue) with progress tracking, 2) Increased batch size per API call from 50 to 200. Customer can now bulk-update 500 tasks in ~15s. Job status visible in Settings > Background Jobs.",2024-12-31T06:16:02.892778Z
TK-0555,2024-12-29T11:41:21Z,Velvet Commerce,Enterprise,Account locked after too many login attempts,My account got locked after entering the wrong password too many times (I recently changed it). I can't access the password reset because my email on file is my old work email. I need to get back in ASAP — I have a client presentation in 2 hours.,account,medium,Identity verified via security questions and account ownership confirmation (matching company domain + role). Unlocked account and sent password reset to verified alternate email. Updated primary email on file. Recommended enabling SSO to avoid future lockouts.,2024-12-30T00:01:49.444964Z
TK-0558,2024-12-30T18:32:12Z,Zenith Marketing,Enterprise,Pagination broken on team member list,Our organization has 340 team members. The team management page only shows the first 50 and the 'Next' button doesn't work — it refreshes the same page. I can't access members beyond page 1. This makes user management impossible for us.,bug,medium,Pagination offset was being reset to 0 on each navigation due to a state management bug in the React component. Fixed the useEffect dependency array. Also increased default page size to 100. Deployed in v3.14.2.,2024-12-31T17:02:55.294160Z
TK-0560,2025-01-01T06:02:03Z,Evergreen SaaS,Starter,Cancellation and final billing inquiry,We've decided to move to a different platform. Please process our cancellation effective end of this billing cycle. Also need confirmation of what our final invoice will look like — we don't want any surprise charges after cancellation.,billing,high,Processed cancellation request. Account set to downgrade at cycle end (2025-04-01). Final invoice will include usage through March 31 only. No early termination fee on monthly plan. Sent confirmation email with detailed final invoice preview.,2025-01-02T16:29:41.529183Z
TK-0561,2025-01-02T20:20:52Z,Orbis Manufacturing,Growth,Need ability to bulk-assign tasks,"Currently I have to assign tasks one at a time. With 200+ tasks to reassign during our team restructure, this is extremely tedious. A bulk selection and assign feature would save us hours. Even a CSV import for assignments would work.",feature_request,critical,"Feature request logged as FR-2904. Bulk operations are a priority for Q2. As a workaround, shared our API endpoint for batch task updates (POST /v2/tasks/batch) which can be used with a simple script. Sent example code.",2025-01-02T22:48:53.024551Z
